😎央视频道,#genre#
爱尔达体育2台,mitv://135.148.104.228:19806/1ba2c7d7725f46a595dcb7df1741b5fb
爱尔达体育3台,mitv://135.148.104.228:19806/45f846eb465245d2aae9e7c34609f960

😎[港•澳•台快速2],#genre#

凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰卫视,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8


凤凰中文,http://222.186.57.133:22222/php/jspd.php?id=1
凤凰资讯,http://222.186.57.133:22222/php/jspd.php?id=2
凤凰香港,http://222.186.57.133:22222/php/jspd.php?id=3
HOY78,http://222.186.57.133:22222/php/jspd.php?id=4
18,http://222.186.57.133:22222/php/jspd.php?id=5
18(普通话),http://222.186.57.133:22222/php/jspd.php?id=6
无线新闻,http://222.186.57.133:22222/php/jspd.php?id=7
翡翠台,http://222.186.57.133:22222/php/jspd.php?id=8
黄金翡翠台,http://222.186.57.133:22222/php/jspd.php?id=9
明珠台,http://222.186.57.133:22222/php/jspd.php?id=10
J2,http://222.186.57.133:22222/php/jspd.php?id=11
娱乐新闻,http://222.186.57.133:22222/php/jspd.php?id=12
星河台,http://222.186.57.133:22222/php/jspd.php?id=13
viutv,http://222.186.57.133:22222/php/jspd.php?id=14
viutv6,http://222.186.57.133:22222/php/jspd.php?id=15
now新闻台,http://222.186.57.133:22222/php/jspd.php?id=16
HOY76,http://222.186.57.133:22222/php/jspd.php?id=17
HOY77,http://222.186.57.133:22222/php/jspd.php?id=18
有线新闻,http://222.186.57.133:22222/php/jspd.php?id=19
RHK31,http://222.186.57.133:22222/php/jspd.php?id=20
RHK32,http://222.186.57.133:22222/php/jspd.php?id=21
中天新闻,http://222.186.57.133:22222/php/jspd.php?id=22
东森LIVE,http://222.186.57.133:22222/php/jspd.php?id=23
东森财经,http://222.186.57.133:22222/php/jspd.php?id=24
环宇新闻,http://222.186.57.133:22222/php/jspd.php?id=25
环宇新闻台湾,http://222.186.57.133:22222/php/jspd.php?id=26
台视新闻,http://222.186.57.133:22222/php/jspd.php?id=27
中视新闻,http://222.186.57.133:22222/php/jspd.php?id=28
华视新闻,http://222.186.57.133:22222/php/jspd.php?id=29
TVBS 新闻台,http://222.186.57.133:22222/php/jspd.php?id=30
三立新闻,http://222.186.57.133:22222/php/jspd.php?id=31
三立新闻2,http://222.186.57.133:22222/php/jspd.php?id=32
镜新闻,http://222.186.57.133:22222/php/jspd.php?id=33
公视,http://222.186.57.133:22222/php/jspd.php?id=34
民视新闻,http://222.186.57.133:22222/php/jspd.php?id=35
民视第一台,http://222.186.57.133:22222/php/jspd.php?id=36
民视台湾台,http://222.186.57.133:22222/php/jspd.php?id=37
影剧,http://222.186.57.133:22222/php/jspd.php?id=38
旅游,http://222.186.57.133:22222/php/jspd.php?id=39
综艺,http://222.186.57.133:22222/php/jspd.php?id=40
民视,http://222.186.57.133:22222/php/jspd.php?id=41
台视,http://222.186.57.133:22222/php/jspd.php?id=42
中视,http://222.186.57.133:22222/php/jspd.php?id=43
华视,http://222.186.57.133:22222/php/jspd.php?id=44
TVBS HD,http://222.186.57.133:22222/php/jspd.php?id=45
欢乐台,http://222.186.57.133:22222/php/jspd.php?id=46
中天亚洲,http://222.186.57.133:22222/php/jspd.php?id=47
纬来体育,http://222.186.57.133:22222/php/jspd.php?id=48
纬来日醚,http://222.186.57.133:22222/php/jspd.php?id=49
纬来育乐,http://222.186.57.133:22222/php/jspd.php?id=50

爱尔达体育1,http://222.186.57.133:22222/php/jspd.php?id=53
爱尔达体育2,http://222.186.57.133:22222/php/jspd.php?id=54
爱尔达体育3,http://222.186.57.133:22222/php/jspd.php?id=55
MOMO,http://222.186.57.133:22222/php/jspd.php?id=56
东森超视,http://222.186.57.133:22222/php/jspd.php?id=57
CNN,http://222.186.57.133:22222/php/jspd.php?id=58




凤凰中文台,http://8.137.59.151:3009/TV2/gat.php?id=1
凤凰资讯台,http://8.137.59.151:3009/TV2/gat.php?id=2
凤凰香港台,http://8.137.59.151:3009/TV2/gat.php?id=3
中天新闻台,http://8.137.59.151:3009/TV2/gat.php?id=40
无线新闻台,http://8.137.59.151:3009/TV2/gat.php?id=5
now新闻台,http://8.137.59.151:3009/TV2/gat.php?id=19
now财经台,http://8.137.59.151:3009/TV2/gat.php?id=20
无线翡翠台,http://8.137.59.151:3009/TV2/gat.php?id=4

无线Plus台,http://8.137.59.151:3009/TV2/gat.php?id=6
无线娱乐台,http://8.137.59.151:3009/TV2/gat.php?id=7
无线综艺台,http://8.137.59.151:3009/TV2/gat.php?id=21
无线综艺备,http://8.137.59.151:3009/TV2/gat.php?id=26
无线综合台,http://8.137.59.151:3009/TV2/gat.php?id=22
无线粤片台,http://8.137.59.151:3009/TV2/gat.php?id=27
无线戏曲台,http://8.137.59.151:3009/TV2/gat.php?id=28
无线经典台,http://8.137.59.151:3009/TV2/gat.php?id=23
千禧经典台,http://8.137.59.151:3009/TV2/gat.php?id=11
有线赛马台,http://8.137.59.151:3009/TV2/gat.php?id=9
无线赛马台,http://8.137.59.151:3009/TV2/gat.php?id=25
TVB-1__US,http://8.137.59.151:3009/TV2/gat.php?id=12
TVB-E__US,http://8.137.59.151:3009/TV2/gat.php?id=15
TVB-J1_US,http://8.137.59.151:3009/TV2/gat.php?id=14
TVBdrama,http://8.137.59.151:3009/TV2/gat.php?id=13
无线星河国,http://8.137.59.151:3009/TV2/gat.php?id=8
黄金华剧台,http://8.137.59.151:3009/TV2/gat.php?id=16
PopC_电影,http://8.137.59.151:3009/TV2/gat.php?id=17
PopC_电影,http://8.137.59.151:3009/TV2/gat.php?id=18
美亚电影国,http://8.137.59.151:3009/TV2/gat.php?id=78
龙祥时代台,http://8.137.59.151:3009/TV2/gat.php?id=77
寰宇新闻台,http://8.137.59.151:3009/TV2/gat.php?id=47
三立iNews,http://8.137.59.151:3009/TV2/gat.php?id=49
中视新闻台,http://8.137.59.151:3009/TV2/gat.php?id=50
中视新闻台,http://8.137.59.151:3009/TV2/gat.php?id=51
华视新闻台,http://8.137.59.151:3009/TV2/gat.php?id=109
民视闽南台,http://8.137.59.151:3009/TV2/gat.php?id=41
中视闽南台,http://8.137.59.151:3009/TV2/gat.php?id=42
台视闽南台,http://8.137.59.151:3009/TV2/gat.php?id=43
华视闽南台,http://8.137.59.151:3009/TV2/gat.php?id=44
好莱坞电影,http://8.137.59.151:3009/TV2/gat.php?id=79
东森电影台,http://8.137.59.151:3009/TV2/gat.php?id=62
东森洋片台,http://8.137.59.151:3009/TV2/gat.php?id=63
龙华偶像台,http://8.137.59.151:3009/TV2/gat.php?id=64
八大第一台,http://8.137.59.151:3009/TV2/gat.php?id=56
三立综合台,http://8.137.59.151:3009/TV2/gat.php?id=75
FTV综艺台,http://8.137.59.151:3009/TV2/gat.php?id=61
猪哥亮歌厅,http://8.137.59.151:3009/TV2/gat.php?id=108
亚洲旅游台,http://8.137.59.151:3009/TV2/gat.php?id=91
动物星球台,http://8.137.59.151:3009/TV2/gat.php?id=34
国家地理台,http://8.137.59.151:3009/TV2/gat.php?id=92
野生地理台,http://8.137.59.151:3009/TV2/gat.php?id=93
ELT-影剧台,http://8.137.59.151:3009/TV2/gat.php?id=76
ELT-体育二,http://8.137.59.151:3009/TV2/gat.php?id=111
ELT-体育三,http://8.137.59.151:3009/TV2/gat.php?id=97
ELT-体育四,http://8.137.59.151:3009/TV2/gat.php?id=98
TvN-韩综台,http://8.137.59.151:3009/TV2/gat.php?id=35
TvN-韩综台,http://8.137.59.151:3009/TV2/gat.php?id=36
KIX_韩综台,http://8.137.59.151:3009/TV2/gat.php?id=31
fash时尚台,http://8.137.59.151:3009/TV2/gat.php?id=32
HBO_Hd台,http://8.137.59.151:3009/TV2/gat.php?id=80
Thrill_电影,http://8.137.59.151:3009/TV2/gat.php?id=33
RockE电影,http://8.137.59.151:3009/TV2/gat.php?id=29
RockA电影,http://8.137.59.151:3009/TV2/gat.php?id=30
BBC新闻台,http://8.137.59.151:3009/TV2/gat.php?id=95




凤凰中文,http://8.134.82.80:777/two.php?key=hello&id=1
凤凰资讯,http://8.134.82.80:777/two.php?key=hello&id=2
凤凰香港,http://8.134.82.80:777/two.php?key=hello&id=3
香港有线新闻,http://8.134.82.80:777/two.php?key=hello&id=4
18,http://8.134.82.80:777/two.php?key=hello&id=5
有线18,http://8.134.82.80:777/two.php?key=hello&id=6
无线新闻,http://8.134.82.80:777/two.php?key=hello&id=7
翡翠台,http://8.134.82.80:777/two.php?key=hello&id=8
黄金翡翠,http://8.134.82.80:777/two.php?key=hello&id=9
明珠台,http://8.134.82.80:777/two.php?key=hello&id=10
J2,http://8.134.82.80:777/two.php?key=hello&id=11
娱乐新闻,http://8.134.82.80:777/two.php?key=hello&id=12
星河台,http://8.134.82.80:777/two.php?key=hello&id=13
viutv,http://8.134.82.80:777/two.php?key=hello&id=14
WELEND,http://8.134.82.80:777/two.php?key=hello&id=15
HOY76,http://8.134.82.80:777/two.php?key=hello&id=16
HOY77,http://8.134.82.80:777/two.php?key=hello&id=17
有线新闻,http://8.134.82.80:777/two.php?key=hello&id=18
RHK31,http://8.134.82.80:777/two.php?key=hello&id=19
RHK32,http://8.134.82.80:777/two.php?key=hello&id=20
中天新闻,http://8.134.82.80:777/two.php?key=hello&id=21
东森新闻,http://8.134.82.80:777/two.php?key=hello&id=22
东森财经,http://8.134.82.80:777/two.php?key=hello&id=23
环宇新闻,http://8.134.82.80:777/two.php?key=hello&id=24
环宇新闻台湾,http://8.134.82.80:777/two.php?key=hello&id=25
台视新闻,http://8.134.82.80:777/two.php?key=hello&id=26
中视新闻,http://8.134.82.80:777/two.php?key=hello&id=27
华视新闻,http://8.134.82.80:777/two.php?key=hello&id=28
TVBS 新闻台,http://8.134.82.80:777/two.php?key=hello&id=29
三立新闻,http://8.134.82.80:777/two.php?key=hello&id=30
三立INEWS,http://8.134.82.80:777/two.php?key=hello&id=31
镜新闻,http://8.134.82.80:777/two.php?key=hello&id=32
公视,http://8.134.82.80:777/two.php?key=hello&id=33
民视新闻,http://8.134.82.80:777/two.php?key=hello&id=34
民视第一台,http://8.134.82.80:777/two.php?key=hello&id=35
民视台湾台,http://8.134.82.80:777/two.php?key=hello&id=36
民视影剧,http://8.134.82.80:777/two.php?key=hello&id=37
民视旅游,http://8.134.82.80:777/two.php?key=hello&id=38
民视综艺,http://8.134.82.80:777/two.php?key=hello&id=39
民视,http://8.134.82.80:777/two.php?key=hello&id=40
台视,http://8.134.82.80:777/two.php?key=hello&id=41
中视,http://8.134.82.80:777/two.php?key=hello&id=42
华视,http://8.134.82.80:777/two.php?key=hello&id=43
TVBS HD,http://8.134.82.80:777/two.php?key=hello&id=44
欢乐台,http://8.134.82.80:777/two.php?key=hello&id=45
中天亚洲,http://8.134.82.80:777/two.php?key=hello&id=46
纬来体育,http://8.134.82.80:777/two.php?key=hello&id=47
纬来日醚,http://8.134.82.80:777/two.php?key=hello&id=48
纬来育乐,http://8.134.82.80:777/two.php?key=hello&id=49
ELEVEN1,http://8.134.82.80:777/two.php?key=hello&id=50
ELEVEN2,http://8.134.82.80:777/two.php?key=hello&id=51
爱尔达体育1,http://8.134.82.80:777/two.php?key=hello&id=52
爱尔达体育2,http://8.134.82.80:777/two.php?key=hello&id=53
爱尔达体育3,http://8.134.82.80:777/two.php?key=hello&id=54
MOMO,http://8.134.82.80:777/two.php?key=hello&id=55
东森超视,http://8.134.82.80:777/two.php?key=hello&id=56
CNN,http://8.134.82.80:777/two.php?key=hello&id=57
😎[台湾专线],#genre#





居家,http://37.27.111.214:8080/live/26/hls.m3u8
民视第一台,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾台,http://37.27.111.214:8080/live/5/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
民视HD,http://37.27.111.214:8080/live/6/hls.m3u8
中视新闻HD,http://37.27.111.214:8080/live/7/hls.m3u8
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
公视,http://194.87.101.118/live.m3u8?c=8
亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
博斯高球,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8
靖洋戏剧,http://37.27.111.214:8080/live/17/hls.m3u8
靖天电影,http://37.27.111.214:8080/live/18/hls.m3u8
龍华电影,http://37.27.111.214:8080/live/19/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
综艺1,http://37.27.111.214:8080/live/21/hls.m3u8
nick,http://37.27.111.214:8080/live/22/hls.m3u8
TVBSHD,http://37.27.111.214:8080/live/23/hls.m3u8
TVBS歡樂台,http://37.27.111.214:8080/live/24/hls.m3u8
三立综合,http://37.27.111.214:8080/live/31/hls.m3u8
靖天综合,http://37.27.111.214:8080/live/32/hls.m3u8
靖天日本,http://37.27.111.214:8080/live/33/hls.m3u8
猪哥歌厅,http://37.27.111.214:8080/live/35/hls.m3u8
靖天育乐,http://37.27.111.214:8080/live/36/hls.m3u8
靖天资讯,http://37.27.111.214:8080/live/37/hls.m3u8
时尚运动,http://37.27.111.214:8080/live/39/hls.m3u8
极限运动,http://37.27.111.214:8080/live/40/hls.m3u8
龍华戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
龍华日韩,http://37.27.111.214:8080/live/42/hls.m3u8
amc电影,http://37.27.111.214:8080/live/43/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
中视箐采,http://37.27.111.214:8080/live/48/hls.m3u8
TVBS精彩,http://37.27.111.214:8080/live/49/hls.m3u8
ELT娱乐,http://37.27.111.214:8080/live/50/hls.m3u8
新唐人亚太,http://37.27.111.214:8080/live/51/hls.m3u8
ABC英语互动,http://37.27.111.214:8080/live/54/hls.m3u8
生活英语,http://37.27.111.214:8080/live/56/hls.m3u8
動畫台,http://37.27.111.214:8080/live/57/hls.m3u8
靖天卡通,http://37.27.111.214:8080/live/58/hls.m3u8
靖洋卡通,http://37.27.111.214:8080/live/59/hls.m3u8
爱放,http://37.27.111.214:8080/live/60/hls.m3u8
东森购物,http://37.27.111.214:8080/live/61/hls.m3u8
镜新闻,http://37.27.111.214:8080/live/62/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
全球财经,http://37.27.111.214:8080/live/64/hls.m3u8
寰宇财经,http://37.27.111.214:8080/live/65/hls.m3u8
综艺,http://37.27.111.214:8080/live/67/hls.m3u8
靖天国际,http://37.27.111.214:8080/live/68/hls.m3u8
靖天娱乐,http://37.27.111.214:8080/live/69/hls.m3u8
rock,http://37.27.111.214:8080/live/70/hls.m3u8
音乐,http://37.27.111.214:8080/live/75/hls.m3u8
体育1,http://37.27.111.214:8080/live/76/hls.m3u8
智林体育,http://37.27.111.214:8080/live/77/hls.m3u8
哈旅游,http://37.27.111.214:8080/live/82/hls.m3u8
lovenature,http://37.27.111.214:8080/live/84/hls.m3u8
生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
影剧,http://37.27.111.214:8080/live/88/hls.m3u8
八大精彩,http://37.27.111.214:8080/live/89/hls.m3u8
靖天戏剧,http://37.27.111.214:8080/live/90/hls.m3u8
cnex,http://37.27.111.214:8080/live/91/hls.m3u8
影迷,http://37.27.111.214:8080/live/92/hls.m3u8
专项1,http://37.27.111.214:8080/live/93/hls.m3u8
采昌,http://37.27.111.214:8080/live/95/hls.m3u8
靖天映画,http://37.27.111.214:8080/live/96/hls.m3u8
FGM,http://37.27.111.214:8080/live/97/hls.m3u8
GOOD,http://37.27.111.214:8080/live/99/hls.m3u8
GOOD好消息,http://37.27.111.214:8080/live/100/hls.m3u8
人间卫视,http://37.27.111.214:8080/live/101/hls.m3u8
GH频道,http://37.27.111.214:8080/live/103/hls.m3u8
电影1,http://37.27.111.214:8080/live/108/hls.m3u8






中天新闻频道,http://v.189910.xyz:8900/live.m3u8?c=8
中天新闻频道,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻频加,http://cdn.iptv8k.top/dl/jspd.php?id=23
中天新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv009
东森新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv152
tvbs新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv072
寰宇新闻频道,http://v.189910.xyz:8900/live.m3u8?c=1
寰宇新闻频道,http://cdn.iptv8k.top/dl/jspd.php?id=7
寰宇新闻频道,http://tw.ts138.top/4g/?id=litv-longturn14
非凡新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv010
闽镜新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv075
民视新闻频道,http://tw.ts138.top/4g/?id=litv-ftv13
中视新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv074
华视新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv052
台视新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv051
民视闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv002
民视闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv155
中视闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv040
华视闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv041
台视闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv066
寰宇闽南频道,http://tw.ts138.top/4g/?id=litv-longturn15
tvbs闽南频道,http://tw.ts138.top/4g/?id=4gtv-4gtv073
民视台湾频道,http://tw.ts138.top/4g/?id=4gtv-4gtv001
民视台湾频道,http://tw.ts138.top/4g/?id=4gtv-4gtv156
民视第一频道,http://tw.ts138.top/4g/?id=4gtv-4gtv003
民视旅游频道,http://tw.ts138.top/4g/?id=litv-ftv07
民视影剧频道,http://tw.ts138.top/4g/?id=litv-ftv09
民视综艺频道,http://tw.ts138.top/4g/?id=4gtv-4gtv004
中视菁采频道,http://tw.ts138.top/4g/?id=4gtv-4gtv064
中视经典频道,http://tw.ts138.top/4g/?id=4gtv-4gtv080
台视财经频道,http://tw.ts138.top/4g/?id=4gtv-4gtv056
公视戏剧频道,http://tw.ts138.top/4g/?id=4gtv-4gtv042
闽南戏剧频道,http://tw.ts138.top/4g/?id=litv-longturn22
国际财经频道,http://tw.ts138.top/4g/?id=4gtv-4gtv104
东森财经频道,http://tw.ts138.top/4g/?id=4gtv-4gtv153
tvbs精采频道,http://tw.ts138.top/4g/?id=4gtv-4gtv067
tvbs欢乐频道,http://tw.ts138.top/4g/?id=4gtv-4gtv068
八大精彩频道,http://tw.ts138.top/4g/?id=4gtv-4gtv034
八大综艺频道,http://tw.ts138.top/4g/?id=4gtv-4gtv039
爱尔达娱乐台,http://tw.ts138.top/4g/?id=4gtv-4gtv070
靖洋戏剧频道,http://tw.ts138.top/4g/?id=4gtv-4gtv045
靖洋卡通频道,http://tw.ts138.top/4g/?id=4gtv-4gtv057
靖天卡通频道,http://tw.ts138.top/4g/?id=4gtv-4gtv044
靖天综合频道,http://tw.ts138.top/4g/?id=4gtv-4gtv046
靖天日本频道,http://tw.ts138.top/4g/?id=4gtv-4gtv047
靖天欢乐频道,http://tw.ts138.top/4g/?id=4gtv-4gtv054
靖天映画频道,http://tw.ts138.top/4g/?id=4gtv-4gtv055
靖天戏剧频道,http://tw.ts138.top/4g/?id=4gtv-4gtv058
靖天电影频道,http://tw.ts138.top/4g/?id=4gtv-4gtv061
靖天育乐频道,http://tw.ts138.top/4g/?id=4gtv-4gtv062
靖天国际频道,http://tw.ts138.top/4g/?id=4gtv-4gtv063
靖天资讯频道,http://tw.ts138.top/4g/?id=4gtv-4gtv065
龙华卡通频道,http://tw.ts138.top/4g/?id=litv-longturn01
龙华日韩频道,http://tw.ts138.top/4g/?id=litv-longturn11
龙华偶像频道,http://tw.ts138.top/4g/?id=litv-longturn12
龙华电影频道,http://tw.ts138.top/4g/?id=litv-longturn03
龙华戏剧频道,http://tw.ts138.top/4g/?id=litv-longturn18
龙华经典频道,http://tw.ts138.top/4g/?id=litv-longturn21
国会频道壹台,http://tw.ts138.top/4g/?id=4gtv-4gtv084
国会频道贰台,http://tw.ts138.top/4g/?id=4gtv-4gtv085
好消息壹频道,http://tw.ts138.top/4g/?id=litv-ftv16
好消息贰频道,http://tw.ts138.top/4g/?id=litv-ftv17
智林体育频道,http://tw.ts138.top/4g/?id=4gtv-4gtv101
博斯魅力频道,http://tw.ts138.top/4g/?id=litv-longturn04
博斯网球频道,http://tw.ts138.top/4g/?id=litv-longturn09
博斯高球壹台,http://tw.ts138.top/4g/?id=litv-longturn05
博斯高球贰台,http://tw.ts138.top/4g/?id=litv-longturn06
博斯运动壹台,http://tw.ts138.top/4g/?id=litv-longturn07
博斯运动贰台,http://tw.ts138.top/4g/?id=litv-longturn08
博斯无限壹台,http://tw.ts138.top/4g/?id=litv-longturn10
博斯无限贰台,http://tw.ts138.top/4g/?id=litv-longturn13
阿里郎频道台,http://tw.ts138.top/4g/?id=4gtv-4gtv079
达文西频道台,http://tw.ts138.top/4g/?id=4gtv-4gtv018
猪哥亮歌厅台,http://tw.ts138.top/4g/?id=4gtv-4gtv006
亚洲旅游频道,http://tw.ts138.top/4g/?id=litv-longturn17
美国之音频道,http://tw.ts138.top/4g/?id=litv-ftv03
半岛新闻频道,http://tw.ts138.top/4g/?id=litv-ftv10
非凡商业频道,http://tw.ts138.top/4g/?id=4gtv-4gtv048
第壹商业频道,http://tw.ts138.top/4g/?id=4gtv-4gtv109
爱放动漫频道,http://tw.ts138.top/4g/?id=litv-ftv15
古典音乐频道,http://tw.ts138.top/4g/?id=4gtv-4gtv059
客家电视频道,http://tw.ts138.top/4g/?id=4gtv-4gtv043
华仁纪实频道,http://tw.ts138.top/4g/?id=4gtv-4gtv013
时尚运动频道,http://tw.ts138.top/4g/?id=4gtv-4gtv014
生活英语频道,http://tw.ts138.top/4g/?id=litv-longturn20
采昌影剧频道,http://tw.ts138.top/4g/?id=4gtv-4gtv049
数位电影频道,http://tw.ts138.top/4g/?id=4gtv-4gtv011
Amc电影频道,http://tw.ts138.top/4g/?id=4gtv-4gtv017
CAT电影频道,http://tw.ts138.top/4g/?id=4gtv-4gtv076
TRA体育频道,http://tw.ts138.top/4g/?id=4gtv-4gtv077
SMArt知识台,http://tw.ts138.top/4g/?id=litv-longturn19
GLO-Bet频道,http://tw.ts138.top/4g/?id=4gtv-4gtv016
TRa体育频道,http://tw.ts138.top/4g/?id=4gtv-4gtv077
TRACEU频道,http://tw.ts138.top/4g/?id=4gtv-4gtv082
MEZZOl频道,http://tw.ts138.top/4g/?id=4gtv-4gtv083
Ginx_TV频道,http://tw.ts138.top/4g/?id=4gtv-4gtv053
中天新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv009
东森新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv152
tvbs新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv072
寰宇新闻频道,https://litv.zapi.us.kg/?id=litv-longturn14
非凡新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv010
闽镜新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv075
民视新闻频道,https://litv.zapi.us.kg/?id=litv-ftv13
中视新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv074
华视新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv052
台视新闻频道,https://litv.zapi.us.kg/?id=4gtv-4gtv051
民视闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv002
民视闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv155
中视闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv040
华视闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv041
台视闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv066
寰宇闽南频道,https://litv.zapi.us.kg/?id=litv-longturn15
tvbs闽南频道,https://litv.zapi.us.kg/?id=4gtv-4gtv073
民视台湾频道,https://litv.zapi.us.kg/?id=4gtv-4gtv001
民视台湾频道,https://litv.zapi.us.kg/?id=4gtv-4gtv156
民视第一频道,https://litv.zapi.us.kg/?id=4gtv-4gtv003
民视旅游频道,https://litv.zapi.us.kg/?id=litv-ftv07
民视影剧频道,https://litv.zapi.us.kg/?id=litv-ftv09
民视综艺频道,https://litv.zapi.us.kg/?id=4gtv-4gtv004
中视菁采频道,https://litv.zapi.us.kg/?id=4gtv-4gtv064
中视经典频道,https://litv.zapi.us.kg/?id=4gtv-4gtv080
台视财经频道,https://litv.zapi.us.kg/?id=4gtv-4gtv056
公视戏剧频道,https://litv.zapi.us.kg/?id=4gtv-4gtv042
闽南戏剧频道,https://litv.zapi.us.kg/?id=litv-longturn22
国际财经频道,https://litv.zapi.us.kg/?id=4gtv-4gtv104
东森财经频道,https://litv.zapi.us.kg/?id=4gtv-4gtv153
tvbs精采频道,https://litv.zapi.us.kg/?id=4gtv-4gtv067
tvbs欢乐频道,https://litv.zapi.us.kg/?id=4gtv-4gtv068
八大精彩频道,https://litv.zapi.us.kg/?id=4gtv-4gtv034
八大综艺频道,https://litv.zapi.us.kg/?id=4gtv-4gtv039
爱尔达娱乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv070
靖洋戏剧频道,https://litv.zapi.us.kg/?id=4gtv-4gtv045
靖洋卡通频道,https://litv.zapi.us.kg/?id=4gtv-4gtv057
靖天卡通频道,https://litv.zapi.us.kg/?id=4gtv-4gtv044
靖天综合频道,https://litv.zapi.us.kg/?id=4gtv-4gtv046
靖天日本频道,https://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天欢乐频道,https://litv.zapi.us.kg/?id=4gtv-4gtv054
靖天映画频道,https://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天戏剧频道,https://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天电影频道,https://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天育乐频道,https://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天国际频道,https://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天资讯频道,https://litv.zapi.us.kg/?id=4gtv-4gtv065
龙华卡通频道,https://litv.zapi.us.kg/?id=litv-longturn01
龙华日韩频道,https://litv.zapi.us.kg/?id=litv-longturn11
龙华偶像频道,https://litv.zapi.us.kg/?id=litv-longturn12
龙华电影频道,https://litv.zapi.us.kg/?id=litv-longturn03
龙华戏剧频道,https://litv.zapi.us.kg/?id=litv-longturn18
龙华经典频道,https://litv.zapi.us.kg/?id=litv-longturn21
国会频道壹台,https://litv.zapi.us.kg/?id=4gtv-4gtv084
国会频道贰台,https://litv.zapi.us.kg/?id=4gtv-4gtv085
好消息壹频道,https://litv.zapi.us.kg/?id=litv-ftv16
好消息贰频道,https://litv.zapi.us.kg/?id=litv-ftv17
智林体育频道,https://litv.zapi.us.kg/?id=4gtv-4gtv101
博斯魅力频道,https://litv.zapi.us.kg/?id=litv-longturn04
博斯网球频道,https://litv.zapi.us.kg/?id=litv-longturn09
博斯高球壹台,https://litv.zapi.us.kg/?id=litv-longturn05
博斯高球贰台,https://litv.zapi.us.kg/?id=litv-longturn06
博斯运动壹台,https://litv.zapi.us.kg/?id=litv-longturn07
博斯运动贰台,https://litv.zapi.us.kg/?id=litv-longturn08
博斯无限壹台,https://litv.zapi.us.kg/?id=litv-longturn10
博斯无限贰台,https://litv.zapi.us.kg/?id=litv-longturn13
阿里郎频道台,https://litv.zapi.us.kg/?id=4gtv-4gtv079
达文西频道台,https://litv.zapi.us.kg/?id=4gtv-4gtv018
